"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (eno1)","Receive Errors (eno2)","Receive Errors (lxc065c53ebb186)","Receive Errors (lxc112201e91bdd)","Receive Errors (lxc31a18ef1c7a9)","Receive Errors (lxc4bc7dd70a645)","Receive Errors (lxc56ca4202df8d)","Receive Errors (lxc5a79d5ba43a7)","Receive Errors (lxc60183762415c)","Receive Errors (lxc671f68b87d4c)","Receive Errors (lxc6742cb9c73e8)","Receive Errors (lxc677514151648)","Receive Errors (lxc6878f18c3bad)","Receive Errors (lxc6a5ee68e74ae)","Receive Errors (lxc6df0a0a9ae16)","Receive Errors (lxc711d9d9ccaed)","Receive Errors (lxc77e316fd9553)","Receive Errors (lxc7b296e734ec5)","Receive Errors (lxc7dc8d2fe1b5f)","Receive Errors (lxc7de4e72c399e)","Receive Errors (lxc886931b76f29)","Receive Errors (lxc_health)","Receive Errors (lxcba5d8dc031d5)","Receive Errors (lxcbf44a8db0d00)","Receive Errors (lxcd1a0550bd660)","Receive Errors (lxcd980b65d7e59)","Receive Errors (lxcda5bb31ba605)","Receive Errors (lxcdea961bf232d)","Receive Errors (lxceb50a9da2ffb)","Receive Errors (lxceec6fd46dfaf)","Receive Errors (lxcf2945b926349)","Receive Errors (lxcfae62b1bb3cc)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc065c53ebb186)","Receive Total (lxc112201e91bdd)","Receive Total (lxc31a18ef1c7a9)","Receive Total (lxc4bc7dd70a645)","Receive Total (lxc56ca4202df8d)","Receive Total (lxc5a79d5ba43a7)","Receive Total (lxc60183762415c)","Receive Total (lxc671f68b87d4c)","Receive Total (lxc6742cb9c73e8)","Receive Total (lxc677514151648)","Receive Total (lxc6878f18c3bad)","Receive Total (lxc6a5ee68e74ae)","Receive Total (lxc6df0a0a9ae16)","Receive Total (lxc711d9d9ccaed)","Receive Total (lxc77e316fd9553)","Receive Total (lxc7b296e734ec5)","Receive Total (lxc7dc8d2fe1b5f)","Receive Total (lxc7de4e72c399e)","Receive Total (lxc886931b76f29)","Receive Total (lxc_health)","Receive Total (lxcba5d8dc031d5)","Receive Total (lxcbf44a8db0d00)","Receive Total (lxcd1a0550bd660)","Receive Total (lxcd980b65d7e59)","Receive Total (lxcda5bb31ba605)","Receive Total (lxcdea961bf232d)","Receive Total (lxceb50a9da2ffb)","Receive Total (lxceec6fd46dfaf)","Receive Total (lxcf2945b926349)","Receive Total (lxcfae62b1bb3cc)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (eno1)","Transmit Errors (eno2)","Transmit Errors (lxc065c53ebb186)","Transmit Errors (lxc112201e91bdd)","Transmit Errors (lxc31a18ef1c7a9)","Transmit Errors (lxc4bc7dd70a645)","Transmit Errors (lxc56ca4202df8d)","Transmit Errors (lxc5a79d5ba43a7)","Transmit Errors (lxc60183762415c)","Transmit Errors (lxc671f68b87d4c)","Transmit Errors (lxc6742cb9c73e8)","Transmit Errors (lxc677514151648)","Transmit Errors (lxc6878f18c3bad)","Transmit Errors (lxc6a5ee68e74ae)","Transmit Errors (lxc6df0a0a9ae16)","Transmit Errors (lxc711d9d9ccaed)","Transmit Errors (lxc77e316fd9553)","Transmit Errors (lxc7b296e734ec5)","Transmit Errors (lxc7dc8d2fe1b5f)","Transmit Errors (lxc7de4e72c399e)","Transmit Errors (lxc886931b76f29)","Transmit Errors (lxc_health)","Transmit Errors (lxcba5d8dc031d5)","Transmit Errors (lxcbf44a8db0d00)","Transmit Errors (lxcd1a0550bd660)","Transmit Errors (lxcd980b65d7e59)","Transmit Errors (lxcda5bb31ba605)","Transmit Errors (lxcdea961bf232d)","Transmit Errors (lxceb50a9da2ffb)","Transmit Errors (lxceec6fd46dfaf)","Transmit Errors (lxcf2945b926349)","Transmit Errors (lxcfae62b1bb3cc)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (eno1)","Receive Dropped (eno2)","Receive Dropped (lxc065c53ebb186)","Receive Dropped (lxc112201e91bdd)","Receive Dropped (lxc31a18ef1c7a9)","Receive Dropped (lxc4bc7dd70a645)","Receive Dropped (lxc56ca4202df8d)","Receive Dropped (lxc5a79d5ba43a7)","Receive Dropped (lxc60183762415c)","Receive Dropped (lxc671f68b87d4c)","Receive Dropped (lxc6742cb9c73e8)","Receive Dropped (lxc677514151648)","Receive Dropped (lxc6878f18c3bad)","Receive Dropped (lxc6a5ee68e74ae)","Receive Dropped (lxc6df0a0a9ae16)","Receive Dropped (lxc711d9d9ccaed)","Receive Dropped (lxc77e316fd9553)","Receive Dropped (lxc7b296e734ec5)","Receive Dropped (lxc7dc8d2fe1b5f)","Receive Dropped (lxc7de4e72c399e)","Receive Dropped (lxc886931b76f29)","Receive Dropped (lxc_health)","Receive Dropped (lxcba5d8dc031d5)","Receive Dropped (lxcbf44a8db0d00)","Receive Dropped (lxcd1a0550bd660)","Receive Dropped (lxcd980b65d7e59)","Receive Dropped (lxcda5bb31ba605)","Receive Dropped (lxcdea961bf232d)","Receive Dropped (lxceb50a9da2ffb)","Receive Dropped (lxceec6fd46dfaf)","Receive Dropped (lxcf2945b926349)","Receive Dropped (lxcfae62b1bb3cc)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (eno1)","Transmit Dropped (eno2)","Transmit Dropped (lxc065c53ebb186)","Transmit Dropped (lxc112201e91bdd)","Transmit Dropped (lxc31a18ef1c7a9)","Transmit Dropped (lxc4bc7dd70a645)","Transmit Dropped (lxc56ca4202df8d)","Transmit Dropped (lxc5a79d5ba43a7)","Transmit Dropped (lxc60183762415c)","Transmit Dropped (lxc671f68b87d4c)","Transmit Dropped (lxc6742cb9c73e8)","Transmit Dropped (lxc677514151648)","Transmit Dropped (lxc6878f18c3bad)","Transmit Dropped (lxc6a5ee68e74ae)","Transmit Dropped (lxc6df0a0a9ae16)","Transmit Dropped (lxc711d9d9ccaed)","Transmit Dropped (lxc77e316fd9553)","Transmit Dropped (lxc7b296e734ec5)","Transmit Dropped (lxc7dc8d2fe1b5f)","Transmit Dropped (lxc7de4e72c399e)","Transmit Dropped (lxc886931b76f29)","Transmit Dropped (lxc_health)","Transmit Dropped (lxcba5d8dc031d5)","Transmit Dropped (lxcbf44a8db0d00)","Transmit Dropped (lxcd1a0550bd660)","Transmit Dropped (lxcd980b65d7e59)","Transmit Dropped (lxcda5bb31ba605)","Transmit Dropped (lxcdea961bf232d)","Transmit Dropped (lxceb50a9da2ffb)","Transmit Dropped (lxceec6fd46dfaf)","Transmit Dropped (lxcf2945b926349)","Transmit Dropped (lxcfae62b1bb3cc)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc065c53ebb186)","Transmit Total (lxc112201e91bdd)","Transmit Total (lxc31a18ef1c7a9)","Transmit Total (lxc4bc7dd70a645)","Transmit Total (lxc56ca4202df8d)","Transmit Total (lxc5a79d5ba43a7)","Transmit Total (lxc60183762415c)","Transmit Total (lxc671f68b87d4c)","Transmit Total (lxc6742cb9c73e8)","Transmit Total (lxc677514151648)","Transmit Total (lxc6878f18c3bad)","Transmit Total (lxc6a5ee68e74ae)","Transmit Total (lxc6df0a0a9ae16)","Transmit Total (lxc711d9d9ccaed)","Transmit Total (lxc77e316fd9553)","Transmit Total (lxc7b296e734ec5)","Transmit Total (lxc7dc8d2fe1b5f)","Transmit Total (lxc7de4e72c399e)","Transmit Total (lxc886931b76f29)","Transmit Total (lxc_health)","Transmit Total (lxcba5d8dc031d5)","Transmit Total (lxcbf44a8db0d00)","Transmit Total (lxcd1a0550bd660)","Transmit Total (lxcd980b65d7e59)","Transmit Total (lxcda5bb31ba605)","Transmit Total (lxcdea961bf232d)","Transmit Total (lxceb50a9da2ffb)","Transmit Total (lxceec6fd46dfaf)","Transmit Total (lxcf2945b926349)","Transmit Total (lxcfae62b1bb3cc)"
2023-03-12 10:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0,3.21,43.5,0,2.24,0,0.522,0,0.200,0.511,0.0500,0,1.22,0.100,0.100,2.66,1.38,0,1,1.24,0.300,0,0.978,0.328,0.244,2.58,0.772,0,1.20,0.200,10.7,4.93,0.517,7.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,3.27,55.8,0,2.67,0,0.961,0,0.100,0.494,0.0500,0,1.39,0.200,0.200,2.84,1.39,0,1.01,1.44,0.456,0,0.994,0.394,0.244,2.88,1.54,0,1.38,0.100,11.7,4.24,0.956,9.71
2023-03-12 10:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0.00556,3.59,47.7,0,2.09,0.0111,0.544,0,0.200,0.956,0.0500,0,1.25,0.100,0.100,2.55,1.44,0,1,1.29,0.283,0,0.889,0.333,0.256,2.46,0.767,0,1.23,0.200,10.9,4.93,0.544,7.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.644,3.68,57.4,0,2.60,0.0111,0.989,0,0.100,0.922,0.0500,0,1.43,0.200,0.200,2.98,1.45,0,1.01,1.49,0.444,0,0.906,0.400,0.256,3.06,1.53,0,1.42,0.100,11.6,4.27,0.989,9.72
2023-03-12 10:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,3.31,46.3,0,1.89,0,0.528,0,0.200,0.678,0.0500,0,1.25,0.1000,0.1000,2.49,1.15,0,1.000,1.29,0.272,0,0.922,0.333,0.244,2.22,0.767,0,1.22,0.200,10.8,4.91,0.522,7.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,3.29,55.7,0,2.64,0,0.967,0,0.1000,0.722,0.0500,0,1.43,0.200,0.200,3.12,1.16,0,1.01,1.49,0.439,0,0.939,0.400,0.244,3.11,1.53,0,1.42,0.1000,11.6,4.26,0.956,9.79
2023-03-12 10:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656,0,23.4,114,0,1.97,0.267,0.550,0,0.200,0.861,0.0500,0,1.26,0.100,1.94,2.32,1.12,0,1,1.30,0.283,0,1.16,0.333,0.250,2.25,0.772,0,1.22,2.93,10.9,4.93,0.561,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656,22.1,112,0,2.79,0.311,0.994,0,0.100,0.906,0.0500,0,1.43,0.200,2.09,3.06,1.13,0,1.01,1.50,0.444,0,1.37,0.400,0.244,3.07,1.54,0,1.41,2.76,11.8,4.27,1,15.5
2023-03-12 10:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,15.7,77.3,0,1.99,0.272,0.533,0,0.200,0.978,0.0500,0,1.23,0.100,1.94,2.34,1.12,0,1,1.29,0.283,0,1.06,0.333,0.233,2.21,0.767,0,1.23,2.94,10.9,4.93,0.528,7.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,15.0,84.8,0,2.76,0.311,0.967,0,0.100,0.961,0.0500,0,1.42,0.200,2.09,3.03,1.14,0,1.01,1.49,0.444,0,1.18,0.400,0.233,3.16,1.54,0,1.42,2.76,11.8,4.25,0.961,9.72
2023-03-12 10:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,3.21,44.3,0,1.97,0,0.550,0,0.200,0.528,0.0500,0,1.24,0.100,0.100,2.36,1.38,0,1,1.29,0.283,0,0.906,0.328,0.256,2.41,0.772,0,1.23,0.200,10.8,4.94,0.550,7.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,3.27,55.3,0,2.64,0,1,0,0.100,0.517,0.0500,0,1.43,0.200,0.200,2.95,1.41,0,1,1.49,0.444,0,0.928,0.394,0.256,3.10,1.54,0,1.42,0.100,11.7,4.21,1,9.72
2023-03-12 10:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0,3.54,48.5,0,2.25,0.0111,0.556,0,0.200,0.950,0.0500,0,1.23,0.100,0.100,2.67,1.46,0,1,1.29,0.300,0,1.02,0.317,0.244,2.44,0.767,0,1.22,0.200,11.0,4.93,0.556,7.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,3.62,57.6,0,2.63,0.0111,1.01,0,0.100,0.922,0.0500,0,1.42,0.200,0.200,2.94,1.46,0,1.01,1.49,0.456,0,1.08,0.383,0.250,3.02,1.53,0,1.41,0.100,11.8,4.23,1.01,9.83
2023-03-12 10:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,3.24,46.3,0,2.18,0,0.567,0,0.200,0.667,0.0556,0,1.24,0.100,0.100,2.43,1.16,0,1,1.30,0.267,0,1.04,0.317,0.233,2.31,0.772,0,1.22,0.200,11.0,4.94,0.567,7.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,3.24,56.0,0,2.63,0,1.03,0,0.100,0.711,0.0556,0,1.43,0.200,0.200,2.95,1.16,0,1.01,1.50,0.433,0,1.11,0.383,0.239,3.11,1.54,0,1.41,0.100,11.6,4.27,1.03,9.76
2023-03-12 10:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0,23.9,92.9,0,2.18,0.267,0.550,0,0.200,0.856,0.0667,0,1.23,0.100,1.94,2.34,1.11,0,1,1.28,0.289,0,0.939,0.328,0.256,2.19,0.772,0,1.24,2.92,10.7,4.94,0.539,7.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,22.2,104,0,2.64,0.311,0.994,0,0.100,0.872,0.0667,0,1.42,0.200,2.09,3.08,1.13,0,1.02,1.48,0.450,0,0.950,0.394,0.256,3.17,1.54,0,1.43,2.74,11.5,4.26,0.989,9.81
2023-03-12 10:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,19.4,82.7,0,2.26,0.267,0.544,0,0.200,1,0.0667,0,1.23,0.106,1.94,2.33,1.11,0,1,1.28,0.272,0,0.889,0.333,0.256,2.13,0.767,0,1.23,2.92,10.5,4.93,0.533,7.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,18.1,92.7,0,2.73,0.311,0.989,0,0.100,1.01,0.0667,0,1.42,0.200,2.09,3.11,1.14,0,1.01,1.48,0.439,0,0.917,0.400,0.256,3.27,1.53,0,1.42,2.74,11.5,4.29,0.983,9.83
2023-03-12 10:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0,3.31,44.8,0,2.06,0,0.544,0,0.200,0.494,0.0556,0,1.23,0.106,0.100,2.27,1.39,0,1,1.30,0.267,0,0.906,0.333,0.256,2.08,0.772,0,1.20,0.200,11.1,4.94,0.528,7.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,3.27,55.1,0,2.81,0,0.989,0,0.100,0.583,0.0556,0,1.42,0.200,0.200,3.11,1.42,0,1.02,1.50,0.433,0,0.917,0.400,0.256,3.23,1.54,0,1.40,0.100,12.0,4.27,0.978,9.78
2023-03-12 10:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,3.57,66.8,0,2.24,0.0111,0.544,0,0.200,0.972,0.0500,0,1.28,0.1000,0.1000,2.44,1.45,0,1.01,1.29,0.294,0,1.02,0.333,0.256,2.36,0.767,0,1.23,0.200,10.8,4.93,0.528,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,3.61,65.9,0,2.81,0.0111,0.983,0,0.1000,0.983,0.0500,0,1.46,0.200,0.200,3.07,1.47,0,1.01,1.49,0.456,0,1.23,0.400,0.256,3.19,1.53,0,1.42,0.1000,11.7,4.25,0.978,15.7
2023-03-12 10:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0,3.10,65.5,0,2.14,0,0.556,0,0.200,0.678,0.0500,0,1.23,0.100,0.100,2.53,1.15,0,1.01,1.29,0.272,0,0.972,0.333,0.267,2.36,0.767,0,1.24,0.200,10.6,4.93,0.522,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,3.17,64.7,0,2.56,0,0.994,0,0.100,0.644,0.0500,0,1.42,0.200,0.200,2.83,1.17,0,1.01,1.49,0.439,0,1.17,0.400,0.267,2.95,1.53,0,1.42,0.100,11.4,4.26,0.972,16.3
2023-03-12 11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,23.7,102,0,2.13,0.267,0.517,0,0.200,0.783,0.0611,0,1.20,0.100,1.94,2.58,1.43,0,1,1.29,0.267,0,0.939,0.322,0.267,2.34,0.772,0,1.20,2.94,10.7,4.93,0.500,8.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,22.3,105,0,2.73,0.333,0.956,0,0.100,0.739,0.0611,0,1.40,0.200,2.11,2.81,1.74,0,1.01,1.49,0.433,0,0.950,0.389,0.267,3.04,1.54,0,1.40,2.75,11.7,4.24,0.939,10.6
2023-03-12 11:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0,22.6,98.1,0,2.29,0.267,0.511,0,0.200,0.944,0.0667,0,1.26,0.100,1.94,2.66,1.43,0,1,1.30,0.283,0,0.911,0.317,0.244,2.54,0.767,0,1.22,2.94,10.8,4.93,0.506,7.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,21.3,103,0,2.71,0.333,0.944,0,0.100,0.961,0.0667,0,1.44,0.206,2.11,2.90,1.73,0,1,1.50,0.450,0,0.906,0.383,0.244,3.02,1.53,0,1.41,2.75,11.8,4.26,0.944,9.81
2023-03-12 11:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,3.31,44.3,0,2.22,0,0.517,0,0.200,0.561,0.0556,0,1.25,0.100,0.100,2.63,1.39,0,1,1.29,0.289,0,0.917,0.322,0.244,2.51,0.772,0,1.23,0.200,10.8,4.94,0.517,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,3.25,56.3,0,2.61,0,0.950,0,0.100,0.633,0.0556,0,1.43,0.200,0.200,2.93,1.40,0,1,1.49,0.450,0,0.922,0.389,0.244,3.03,1.54,0,1.42,0.100,11.7,4.24,0.950,9.76
2023-03-12 11:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,3.61,48.8,0,2.48,0.0111,0.539,0,0.200,0.950,0.0500,0,1.23,0.100,0.100,2.52,1.44,0,1,1.29,0.289,0,1.04,0.333,0.256,2.16,0.772,0,1.24,0.200,11.0,4.94,0.517,7.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,3.66,57.4,0,2.73,0.0111,0.967,0.00556,0.100,0.944,0.0556,0,1.42,0.200,0.200,3.02,1.45,0,1.02,1.49,0.444,0,1.06,0.400,0.256,3.17,1.54,0,1.42,0.106,11.9,4.23,0.950,9.81
2023-03-12 11:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,3.20,47.6,0,2.24,0,0.567,0,0.200,0.778,0.0500,0,1.22,0.100,0.100,2.44,1.15,0,1,1.28,0.272,0,0.872,0.333,0.233,2.22,0.761,0,1.20,0.200,10.8,4.91,0.561,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,3.31,56.2,0,2.63,0,1.03,0,0.100,0.722,0.0500,0,1.41,0.200,0.200,3.04,1.15,0,1.02,1.48,0.439,0,0.889,0.406,0.233,3.16,1.52,0,1.40,0.100,11.8,4.22,1.02,9.76
