"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (enp1s0)","Receive Errors (lxc045e0df77a65)","Receive Errors (lxc04ba3655f7bb)","Receive Errors (lxc058f11ae84e2)","Receive Errors (lxc101aa30b6d42)","Receive Errors (lxc1055eece523d)","Receive Errors (lxc17545d6a2c13)","Receive Errors (lxc1b3ec4421f95)","Receive Errors (lxc25dc796f779e)","Receive Errors (lxc2cf3504ea230)","Receive Errors (lxc2f20023e145d)","Receive Errors (lxc42de66ecdcc8)","Receive Errors (lxc53962ca4487f)","Receive Errors (lxc586756a19dbd)","Receive Errors (lxc6609bc973c6e)","Receive Errors (lxc8f825b75ba1b)","Receive Errors (lxc901c98c966b2)","Receive Errors (lxc970c5453f2c7)","Receive Errors (lxc9bf9c5e25fda)","Receive Errors (lxc9d9580e18417)","Receive Errors (lxc_health)","Receive Errors (lxca2b0b9903cdc)","Receive Errors (lxca3d1fbc08b7c)","Receive Errors (lxcaee2fab0754f)","Receive Errors (lxcb3f5b6163447)","Receive Errors (lxcbba06f29c914)","Receive Errors (lxccc10b9c35713)","Receive Errors (lxccd3f5d5c9dab)","Receive Errors (lxcd19ab656bbb2)","Receive Errors (lxcd4e1a68a8393)","Receive Errors (lxcf0be76b85bba)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc045e0df77a65)","Receive Total (lxc04ba3655f7bb)","Receive Total (lxc058f11ae84e2)","Receive Total (lxc101aa30b6d42)","Receive Total (lxc1055eece523d)","Receive Total (lxc17545d6a2c13)","Receive Total (lxc1b3ec4421f95)","Receive Total (lxc25dc796f779e)","Receive Total (lxc2cf3504ea230)","Receive Total (lxc2f20023e145d)","Receive Total (lxc42de66ecdcc8)","Receive Total (lxc53962ca4487f)","Receive Total (lxc586756a19dbd)","Receive Total (lxc6609bc973c6e)","Receive Total (lxc8f825b75ba1b)","Receive Total (lxc901c98c966b2)","Receive Total (lxc970c5453f2c7)","Receive Total (lxc9bf9c5e25fda)","Receive Total (lxc9d9580e18417)","Receive Total (lxc_health)","Receive Total (lxca2b0b9903cdc)","Receive Total (lxca3d1fbc08b7c)","Receive Total (lxcaee2fab0754f)","Receive Total (lxcb3f5b6163447)","Receive Total (lxcbba06f29c914)","Receive Total (lxccc10b9c35713)","Receive Total (lxccd3f5d5c9dab)","Receive Total (lxcd19ab656bbb2)","Receive Total (lxcd4e1a68a8393)","Receive Total (lxcf0be76b85bba)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (enp1s0)","Transmit Errors (lxc045e0df77a65)","Transmit Errors (lxc04ba3655f7bb)","Transmit Errors (lxc058f11ae84e2)","Transmit Errors (lxc101aa30b6d42)","Transmit Errors (lxc1055eece523d)","Transmit Errors (lxc17545d6a2c13)","Transmit Errors (lxc1b3ec4421f95)","Transmit Errors (lxc25dc796f779e)","Transmit Errors (lxc2cf3504ea230)","Transmit Errors (lxc2f20023e145d)","Transmit Errors (lxc42de66ecdcc8)","Transmit Errors (lxc53962ca4487f)","Transmit Errors (lxc586756a19dbd)","Transmit Errors (lxc6609bc973c6e)","Transmit Errors (lxc8f825b75ba1b)","Transmit Errors (lxc901c98c966b2)","Transmit Errors (lxc970c5453f2c7)","Transmit Errors (lxc9bf9c5e25fda)","Transmit Errors (lxc9d9580e18417)","Transmit Errors (lxc_health)","Transmit Errors (lxca2b0b9903cdc)","Transmit Errors (lxca3d1fbc08b7c)","Transmit Errors (lxcaee2fab0754f)","Transmit Errors (lxcb3f5b6163447)","Transmit Errors (lxcbba06f29c914)","Transmit Errors (lxccc10b9c35713)","Transmit Errors (lxccd3f5d5c9dab)","Transmit Errors (lxcd19ab656bbb2)","Transmit Errors (lxcd4e1a68a8393)","Transmit Errors (lxcf0be76b85bba)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (enp1s0)","Receive Dropped (lxc045e0df77a65)","Receive Dropped (lxc04ba3655f7bb)","Receive Dropped (lxc058f11ae84e2)","Receive Dropped (lxc101aa30b6d42)","Receive Dropped (lxc1055eece523d)","Receive Dropped (lxc17545d6a2c13)","Receive Dropped (lxc1b3ec4421f95)","Receive Dropped (lxc25dc796f779e)","Receive Dropped (lxc2cf3504ea230)","Receive Dropped (lxc2f20023e145d)","Receive Dropped (lxc42de66ecdcc8)","Receive Dropped (lxc53962ca4487f)","Receive Dropped (lxc586756a19dbd)","Receive Dropped (lxc6609bc973c6e)","Receive Dropped (lxc8f825b75ba1b)","Receive Dropped (lxc901c98c966b2)","Receive Dropped (lxc970c5453f2c7)","Receive Dropped (lxc9bf9c5e25fda)","Receive Dropped (lxc9d9580e18417)","Receive Dropped (lxc_health)","Receive Dropped (lxca2b0b9903cdc)","Receive Dropped (lxca3d1fbc08b7c)","Receive Dropped (lxcaee2fab0754f)","Receive Dropped (lxcb3f5b6163447)","Receive Dropped (lxcbba06f29c914)","Receive Dropped (lxccc10b9c35713)","Receive Dropped (lxccd3f5d5c9dab)","Receive Dropped (lxcd19ab656bbb2)","Receive Dropped (lxcd4e1a68a8393)","Receive Dropped (lxcf0be76b85bba)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (enp1s0)","Transmit Dropped (lxc045e0df77a65)","Transmit Dropped (lxc04ba3655f7bb)","Transmit Dropped (lxc058f11ae84e2)","Transmit Dropped (lxc101aa30b6d42)","Transmit Dropped (lxc1055eece523d)","Transmit Dropped (lxc17545d6a2c13)","Transmit Dropped (lxc1b3ec4421f95)","Transmit Dropped (lxc25dc796f779e)","Transmit Dropped (lxc2cf3504ea230)","Transmit Dropped (lxc2f20023e145d)","Transmit Dropped (lxc42de66ecdcc8)","Transmit Dropped (lxc53962ca4487f)","Transmit Dropped (lxc586756a19dbd)","Transmit Dropped (lxc6609bc973c6e)","Transmit Dropped (lxc8f825b75ba1b)","Transmit Dropped (lxc901c98c966b2)","Transmit Dropped (lxc970c5453f2c7)","Transmit Dropped (lxc9bf9c5e25fda)","Transmit Dropped (lxc9d9580e18417)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca2b0b9903cdc)","Transmit Dropped (lxca3d1fbc08b7c)","Transmit Dropped (lxcaee2fab0754f)","Transmit Dropped (lxcb3f5b6163447)","Transmit Dropped (lxcbba06f29c914)","Transmit Dropped (lxccc10b9c35713)","Transmit Dropped (lxccd3f5d5c9dab)","Transmit Dropped (lxcd19ab656bbb2)","Transmit Dropped (lxcd4e1a68a8393)","Transmit Dropped (lxcf0be76b85bba)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc045e0df77a65)","Transmit Total (lxc04ba3655f7bb)","Transmit Total (lxc058f11ae84e2)","Transmit Total (lxc101aa30b6d42)","Transmit Total (lxc1055eece523d)","Transmit Total (lxc17545d6a2c13)","Transmit Total (lxc1b3ec4421f95)","Transmit Total (lxc25dc796f779e)","Transmit Total (lxc2cf3504ea230)","Transmit Total (lxc2f20023e145d)","Transmit Total (lxc42de66ecdcc8)","Transmit Total (lxc53962ca4487f)","Transmit Total (lxc586756a19dbd)","Transmit Total (lxc6609bc973c6e)","Transmit Total (lxc8f825b75ba1b)","Transmit Total (lxc901c98c966b2)","Transmit Total (lxc970c5453f2c7)","Transmit Total (lxc9bf9c5e25fda)","Transmit Total (lxc9d9580e18417)","Transmit Total (lxc_health)","Transmit Total (lxca2b0b9903cdc)","Transmit Total (lxca3d1fbc08b7c)","Transmit Total (lxcaee2fab0754f)","Transmit Total (lxcb3f5b6163447)","Transmit Total (lxcbba06f29c914)","Transmit Total (lxccc10b9c35713)","Transmit Total (lxccd3f5d5c9dab)","Transmit Total (lxcd19ab656bbb2)","Transmit Total (lxcd4e1a68a8393)","Transmit Total (lxcf0be76b85bba)"
2023-03-21 12:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,0,12.0,175,0,2.63,0.367,0.467,0.283,0.350,7.43,0.561,4.51,0,12.1,0.822,0.0667,1.54,0.956,0,3.29,2.92,0.350,0.328,0.956,3.78,0.556,0.100,3.38,0,0,0.367,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,10.6,189,0,2.96,0.244,0.511,0.439,0.233,9.18,1.01,5.24,0,12.4,1.02,0.0722,1.65,1.34,0,4.56,3.14,0.233,0.394,0.961,5.06,0.989,0.200,3.51,0,0,0.244,1.55,0
2023-03-21 12:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,0,11.9,173,0,2.65,0.417,0.467,0.294,0.400,7.29,0.556,4.48,0,12.1,0.817,0.0778,1.55,0.950,0,3.33,2.84,0.367,0.317,0.894,3.93,0.572,0.100,3.54,0,0,0.367,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,10.7,185,0,3.02,0.278,0.511,0.444,0.267,9.07,1,5.26,0,12.2,1.01,0.0667,1.66,1.34,0,4.65,3.09,0.244,0.383,0.911,4.77,0.994,0.200,3.65,0,0,0.244,1.56,0
2023-03-21 12:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21,0,12.3,178,0,2.54,0.400,0.517,0.294,0.383,7.51,0.539,4.48,0,12.4,0.844,0.0778,1.52,0.950,0,3.38,2.88,0.400,0.317,1.01,4.10,0.550,0.100,3.39,0,0,0.383,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21,10.8,194,0,2.92,0.267,0.544,0.439,0.256,9.29,0.989,5.25,0,12.5,1.03,0.0611,1.68,1.33,0,4.83,3.21,0.267,0.383,1.07,4.98,0.983,0.200,3.53,0,0,0.256,1.47,0
2023-03-21 12:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31,0,12.7,171,0,2.46,0.400,0.467,0.311,0.383,7.63,0.544,4.47,0,12.1,1,0.0556,1.54,0.944,0,3.52,2.92,0.400,0.328,1.18,3.92,0.550,0.100,3.67,0,0,0.383,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31,11.2,193,0,2.78,0.267,0.511,0.444,0.256,9.33,0.989,5.23,0,12.3,1.16,0.0500,1.67,1.33,0,4.86,3.16,0.267,0.394,1.37,4.94,0.994,0.200,3.78,0,0,0.256,1.48,0
2023-03-21 12:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87,0,33.3,197,0,2.67,0.367,0.489,0.306,0.367,7.44,0.567,12.2,0,12.2,0.900,0.0611,1.52,0.939,0,3.43,3.04,0.383,0.333,0.939,4.02,0.556,1.94,3.91,0,0,0.383,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87,31.0,218,0,2.97,0.244,0.528,0.444,0.244,9.17,0.989,13.0,0,12.4,1.08,0.0611,1.70,1.33,0,4.76,3.30,0.256,0.400,0.950,5.47,0.994,2.09,4.10,0,0,0.256,24.6,0
2023-03-21 12:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11,0,21.4,180,0,2.58,0.367,0.456,0.294,0.367,7.45,0.550,8.44,0,12.2,0.850,0.0556,1.53,0.944,0,3.34,2.96,0.367,0.328,1.13,4.12,0.556,1.94,3.81,0,0,0.383,8.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11,19.5,202,0,2.95,0.244,0.506,0.450,0.244,9.24,0.989,9.23,0,12.3,1.04,0.0556,1.71,1.33,0,4.64,3.23,0.244,0.394,1.32,5.46,0.983,2.09,3.97,0,0,0.256,9.02,0
2023-03-21 12:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,0,12.2,175,0,2.53,0.372,0.500,0.283,0.383,7.42,0.556,4.39,0,12.1,0.850,0.0944,1.52,0.944,0,3.26,2.89,0.367,0.317,1.17,4.04,0.550,0.100,3.53,0,0,0.350,1.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,10.6,186,0,2.88,0.244,0.533,0.433,0.256,9.14,1,5.29,0,12.4,1.05,0.0778,1.67,1.32,0,4.83,3.14,0.244,0.383,1.36,5.33,0.989,0.200,3.64,0,0,0.233,1.56,0
2023-03-21 12:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57,0,13.0,180,0,2.68,0.367,0.494,0.294,0.383,7.54,0.556,4.42,0,12.1,0.850,0.0722,1.54,0.950,0,3.24,3.12,0.383,0.317,0.939,4,0.556,0.100,3.62,0,0,0.367,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57,11.0,191,0,2.92,0.244,0.533,0.439,0.256,9.31,1,5.31,0,12.5,1.05,0.0667,1.66,1.33,0,4.59,3.38,0.256,0.383,0.956,5.51,0.989,0.200,3.76,0,0,0.244,1.51,0
2023-03-21 12:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46,0,12.9,178,0,2.59,0.400,0.450,0.300,0.406,7.62,0.567,4.46,0,12.0,1.03,0.0833,1.54,0.956,0,3.31,2.97,0.372,0.317,0.894,3.96,0.550,0.100,3.62,0,0,0.383,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46,11.1,206,0,2.89,0.267,0.500,0.450,0.267,9.36,1.01,5.26,0,12.2,1.18,0.0778,1.70,1.33,0,4.71,3.16,0.244,0.383,0.889,5.31,0.983,0.200,3.77,0,0,0.256,1.47,0
2023-03-21 12:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,0,41.3,204,0,2.58,0.400,0.467,0.289,0.383,7.34,0.572,15.1,0,12.0,0.883,0.0889,1.51,0.933,0,3.33,2.99,0.400,0.317,0.933,4.07,0.544,0.100,3.49,0,0,0.389,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,39.0,234,0.00556,2.94,0.267,0.511,0.444,0.256,9.06,0.994,14.4,0,12.4,1.06,0.0778,1.68,1.32,0,4.86,3.22,0.267,0.383,0.933,5.12,0.983,0.200,3.62,0,0,0.256,41.4,0
2023-03-21 12:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,0,107,266,0,2.58,0.350,0.506,0.278,0.367,7.49,0.544,43.7,0,12.3,0.867,0.0944,1.52,0.922,0,3.28,2.89,0.400,0.317,0.872,4.01,0.544,4.71,4.59,0,0,0.400,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,104,335,0,2.95,0.233,0.533,0.433,0.244,9.19,0.983,37.8,0,12.5,1.06,0.0833,1.66,1.30,0,4.59,3.15,0.267,0.383,0.872,4.81,0.989,4.92,4.72,0.00556,0,0.267,122,0.00556
2023-03-21 12:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,0,45.0,203,0,2.46,0.367,0.467,0.283,0.367,7.51,0.544,19.2,0,11.9,0.867,0.0722,1.57,0.950,0,3.37,2.87,0.367,0.317,0.822,3.93,0.550,3.33,4.24,0,0,0.383,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,42.2,231,0,2.79,0.244,0.511,0.439,0.244,9.11,0.989,17.5,0,12.3,1.06,0.0667,1.66,1.32,0,4.70,3.15,0.244,0.383,0.833,5.27,0.994,3.51,4.42,0,0,0.256,39.2,0
2023-03-21 12:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,13.1,176,0,2.64,0.350,0.433,0.311,0.367,7.67,0.556,4.48,0,11.7,0.867,0.0778,1.53,0.972,0.00556,3.38,2.97,0.367,0.317,0.933,3.97,0.550,0.100,3.48,0,0,0.367,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,10.7,191,0,2.98,0.233,0.489,0.450,0.244,9.39,0.994,5.29,0,12.3,1.07,0.0667,1.67,1.34,0,4.58,3.28,0.244,0.389,0.933,5.73,0.994,0.206,3.62,0,0,0.244,1.51,0
2023-03-21 12:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,0,12.1,167,0,2.48,0.383,0.483,0.317,0.383,7.64,0.556,4.48,0,11.8,1.02,0.0778,1.52,0.967,0.00556,3.37,2.87,0.350,0.322,1.01,3.93,0.556,0.100,3.61,0,0,0.367,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,10.1,185,0,2.77,0.256,0.522,0.456,0.256,9.32,0.983,5.29,0,12.2,1.21,0.0667,1.71,1.34,0,4.61,3.04,0.233,0.394,1.16,4.93,0.989,0.200,3.78,0,0,0.250,1.45,0
2023-03-21 13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79,0,11.8,170,0,2.62,0.383,0.467,0.306,0.400,7.38,0.567,4.49,0,11.9,0.889,0.0722,1.51,0.944,0,3.36,2.97,0.372,0.333,1.11,3.90,0.550,0.100,3.46,0,0,0.367,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79,9.72,186,0,2.91,0.256,0.511,0.444,0.267,9.07,0.983,5.26,0,12.3,1.07,0.0667,1.74,1.33,0,4.64,3.18,0.244,0.400,1.27,5.05,0.989,0.200,3.64,0,0,0.250,1.46,0
2023-03-21 13:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02,0,20.2,180,0,2.58,0.417,0.483,0.294,0.400,7.46,0.544,7.12,0,12.2,0.867,0.0833,1.52,0.944,0,3.22,3.03,0.372,0.333,0.939,3.83,0.544,0.100,3.48,0.00556,0,0.367,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02,18.5,212,0,2.93,0.278,0.522,0.444,0.267,9.22,0.994,7.83,0,12.5,1.06,0.0778,1.69,1.34,0,4.58,3.29,0.250,0.400,0.939,4.86,0.989,0.200,3.58,0,0,0.244,12.5,0
2023-03-21 13:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96,0,33.2,192,0,2.56,0.367,0.472,0.272,0.350,7.41,0.561,12.4,0,12.0,0.828,0.0722,1.52,0.950,0,3.30,2.97,0.417,0.322,0.822,3.76,0.561,1.94,3.82,0.00556,0,0.400,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96,30.9,215,0,2.91,0.244,0.511,0.433,0.233,9.09,1.01,13.0,0,12.2,1.03,0.0667,1.67,1.35,0,4.85,3.18,0.283,0.389,0.822,5.12,0.994,2.09,3.96,0,0,0.267,24.8,0
2023-03-21 13:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02,0,13.5,181,0,2.66,0.400,0.483,0.306,0.400,7.54,0.567,4.42,0,12.1,0.811,0.0889,1.53,0.944,0,3.33,2.98,0.383,0.317,0.917,3.98,0.539,0.100,3.50,0,0,0.367,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02,11.7,194,0,3.03,0.267,0.522,0.444,0.267,9.32,1.02,5.26,0,12.4,1.01,0.0778,1.66,1.34,0,4.69,3.25,0.256,0.383,0.917,5.57,0.978,0.200,3.67,0,0,0.244,1.53,0
