"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc13a306010214)","Transmit Total (lxc1c3395913bae)","Transmit Total (lxc2543b9c9ec41)","Transmit Total (lxc2568b56bcea7)","Transmit Total (lxc28528e2b302e)","Transmit Total (lxc306dffa018f2)","Transmit Total (lxc30b94e1d81cc)","Transmit Total (lxc33647fb8eab1)","Transmit Total (lxc58db09516916)","Transmit Total (lxc7084b74d5d49)","Transmit Total (lxc767056ff0e7d)","Transmit Total (lxc78ec245b8f12)","Transmit Total (lxc8089b721f31e)","Transmit Total (lxc831342b3bef8)","Transmit Total (lxc86ca1540ce30)","Transmit Total (lxc8b4940d2407b)","Transmit Total (lxc93601df3ac13)","Transmit Total (lxc9608bff87159)","Transmit Total (lxc9b02db5024dd)","Transmit Total (lxc_health)","Transmit Total (lxca2691413c000)","Transmit Total (lxca276edb7a83f)","Transmit Total (lxcb2dea5c9292d)","Transmit Total (lxcbe77e52b37d2)","Transmit Total (lxcd87592c26ce1)","Transmit Total (lxcd911e1b69dcc)","Transmit Total (lxce7da8c60c1c1)","Transmit Total (lxcfac3688eea8d)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc13a306010214)","Receive Total (lxc1c3395913bae)","Receive Total (lxc2543b9c9ec41)","Receive Total (lxc2568b56bcea7)","Receive Total (lxc28528e2b302e)","Receive Total (lxc306dffa018f2)","Receive Total (lxc30b94e1d81cc)","Receive Total (lxc33647fb8eab1)","Receive Total (lxc58db09516916)","Receive Total (lxc7084b74d5d49)","Receive Total (lxc767056ff0e7d)","Receive Total (lxc78ec245b8f12)","Receive Total (lxc8089b721f31e)","Receive Total (lxc831342b3bef8)","Receive Total (lxc86ca1540ce30)","Receive Total (lxc8b4940d2407b)","Receive Total (lxc93601df3ac13)","Receive Total (lxc9608bff87159)","Receive Total (lxc9b02db5024dd)","Receive Total (lxc_health)","Receive Total (lxca2691413c000)","Receive Total (lxca276edb7a83f)","Receive Total (lxcb2dea5c9292d)","Receive Total (lxcbe77e52b37d2)","Receive Total (lxcd87592c26ce1)","Receive Total (lxcd911e1b69dcc)","Receive Total (lxce7da8c60c1c1)","Receive Total (lxcfac3688eea8d)"
2023-03-11 10:36:00,0,67.9,27175,58202,0,0,0,448,204,66.4,405,66.1,0,4433,0,4616,4.13,38798,0,443,0,1903,424,452,31.8,2552,464,301,90.1,7058,0,0,2657,67.9,0,34857,68406,0,0,0,255,228,41.7,582,41.4,0,1374,0,1428,4.27,21337,0,247,0,187,6278,251,25.7,1264,264,385,95,1081,0.389,0,2654
2023-03-11 10:38:00,0,67.9,23089,53757,0,0,0,449,204,66.1,404,66.8,0,4243,0,4267,3.67,38810,0,447,0,1724,420,452,31.6,2552,469,300,89.8,6569,0,0,1080,67.9,0,33282,65245,0,0,0,261,228,42.1,582,41.7,0,1368,0,1390,3.80,18812,0,258,0,184,6277,257,25.5,1264,267,385,95,1022,0,0,1079
2023-03-11 10:40:00,0,68.3,23572,54327,0,0,0,449,203,65.7,405,66.8,0,4412,0,4595,3.43,39110,0.600,447,0,1897,422,452,31.6,2551,466,300,90.1,6989,0,0,2659,68.3,0,35158,68472,0,0,0,251,228,42.1,582,41.7,0,1370,0,1428,3.57,17717,0.600,253,0,199,6274,251,25.5,1264,260,385,95,1036,0,0,2660
2023-03-11 10:42:00,0,67.9,22926,53549,0,0,0,447,204,66.4,405,66.4,0,4297,0,4263,3.43,38772,0,447,0,1772,421,456,31.6,2552,465,299,89.8,6770,0,0,1600,67.9,0,33773,66008,0,0,0,249,228,42.1,582,41.4,0,1365,0,1380,3.57,18130,0,253,0,187,6276,257,25.5,1264,259,385,95,1049,0,0,1599
2023-03-11 10:44:00,0,68.3,44793,102050,0,0,0,436,202,66.4,402,66.7,0,4429,0,4726,3.90,38740,44.2,432,0,1838,1721,442,31.6,2581,454,298,89.4,6952,0,0,1866,68.3,0,57851,96557,0,0,0,244,228,42.1,580,41.4,0,1395,0,1485,4.03,18133,30.6,242,0,200,25715,248,25.5,1290,253,385,95,1078,0,0,1869
2023-03-11 10:46:00,0,68.3,27020,61415,0,0,0,437,202,65.0,406,65.7,0,4456,0,4683,4.13,38891,44.2,433,0,1886,917,439,31.6,2550,454,299,93.0,7061,0,0,2391,68.3,0,37952,72369,0,0,0,246,228,41,582,41.4,0,1398,0,1465,4.27,18518,30.6,243,0,219,8901,244,25.5,1273,253,385,97.6,1065,0,0,2390
2023-03-11 10:48:00,0,68.3,22630,53826,0,0,0,436,201,66.1,405,66.1,0,26691,0,4264,3.67,38895,0,436,0,1719,422,440,31.6,2551,454,299,87.3,6594,0,0,1070,68.3,0,33371,88394,0,0,0,244,228,41,582,41.7,0,1993,0,1382,3.80,18354,0,246,0,189,6270,246,25.5,1264,253,385,92.4,1029,0,0,1069
2023-03-11 10:50:00,0,68.7,32190,64256,0,0,0,447,203,66.4,404,66.1,0,26870,0,4602,3.43,38877,0.600,447,0,1879,420,454,31.6,2550,467,300,86.9,7020,0,0,2653,68.7,0,34904,91417,0,0,0,249,228,41.7,583,41.7,0,1989,0,1441,3.57,26376,0.600,253,0,172,6279,255,25.5,1263,260,385,92.4,1062,0,0,2655
2023-03-11 10:52:00,0,69,22642,53339,0,0,0,448,203,66.4,405,66.8,0,4417,0,4269,3.43,38769,0,443,0,1892,419,453,31.6,2548,467,300,86.9,6984,0.389,0,2651,69,0,34831,67722,0,0,0,251,228,42.1,582,42.1,0,1374,0,1401,3.57,16790,0,247,0,183,6276,253,25.5,1261,260,385,92.4,1072,0,0,2653
2023-03-11 10:54:00,0,68.6,52113,110091,0,0,0,449,203,65.7,405,66.4,0,4240,0,4601,3.67,38917,42.4,447,0,1727,1747,451,31.6,2551,465,298,90.1,6616,0.389,0,1072,68.6,0,57334,95004,0,0,0,252,228,41.7,582,41.7,0,1375,0,1438,3.80,26245,30.6,253,0,195,25715,251,25.5,1264,259,385,95,1033,0,0,1077
2023-03-11 10:56:00,0,67.9,31189,70847,0,0,0,447,202,65.7,405,66.8,0,4410,0,4590,3.90,38778,42.4,447,0,1890,1107,452,31.6,2552,467,299,89.8,6997,0,0,2652,67.9,0,42972,78204,0,0,0.389,249,228,41,582,41.7,0,1376,0,1428,4.03,18049,30.6,253,0,184,12816,251,25.5,1264,261,385,95,1047,0,0,2659
2023-03-11 10:58:00,0,67.5,22798,53339,0,0,0,448,203,66.1,404,66.1,0,4237,0,4263,3.90,38763,0,447,0,1700,421,454,32.0,2550,466,300,89.8,6585,0,0,1074,67.5,0,33257,65139,0,0,0.389,251,228,42.1,582,40.6,0,1368,0,1396,4.03,18510,0,256,0,177,6273,255,26.0,1263,260,385,95,1040,0,0,1075
2023-03-11 11:00:00,0,67.5,24440,55383,0,0,0,450,202,65.3,404,66.4,0,5763,0,4675,4.13,38766,0.600,446,0,1877,421,454,32.3,2553,467,299,91.6,7052,0,0,2654,67.5,0,34824,69594,0,0,0,253,228,41.4,582,41.7,0,1482,0,1467,4.27,18580,0.600,256,0,174,6276,255,26.2,1271,260,385,95,1081,0,0,2657
2023-03-11 11:02:00,0,67.9,24415,55273,0,0,0,448,202,66.1,405,66.1,0,5767,0,4346,4.13,38782,0,447,0,1913,418,453,32.0,2553,465,299,91.2,7034,0,0,2652,67.9,0,34826,69273,0,0,0,251,228,41.7,582,41,0,1482,0,1410,4.27,18564,0,251,0,192,6277,253,26.0,1271,259,385,95,1051,0,0,2655
2023-03-11 11:04:00,0,68.3,43891,101156,0,0,0,448,204,66.1,405,66.1,0,4241,0,4603,3.67,38781,44.2,446,0,1744,1744,453,31.6,2551,467,301,89.8,6658,0,0,1072,68.3,0,57251,94953,0,0,0,249,228,42.1,582,41,0,1371,0,1435,3.80,17955,30.6,251,0,197,25747,253,25.5,1263,260,385,95,1061,0,0,1077
2023-03-11 11:06:00,0,67.5,36001,80882,0,0,0,447,202,66.0,405,65.7,0,4412,0,4607,3.43,38733,44.2,444,0,1884,1293,452,31.6,2549,467,299,89.8,6956,0,0,2652,67.5,0,47582,83843,0,0,0,249,227,42.1,582,40.3,0,1373,0,1447,3.96,18635,30.6,249,0,191,16607,251,25.5,1261,260,385,95,1032,0,0,2658
2023-03-11 11:08:00,0,68.7,27531,58546,0,0,0.389,437,204,65.8,405,66.5,0,4236,0,4261,3.43,38840,0,435,0,1708,421,442,31.6,2552,454,299,89.4,6565,0,0,1075,68.7,0,33305,65168,0,0,0,251,227,42.1,582,41.4,0,1364,0,1383,3.57,23263,0,246,0,203,6275,248,25.5,1265,253,385,95.0,1047,0,0,1074
2023-03-11 11:10:00,0,68.6,23267,54580,0,0,0,434,202,66.1,407,66.1,0,26868,0,4601,3.43,38824,0.600,438,0,1887,420,439,31.6,2552,454,300,89.8,7022,0,0,2655,68.6,0,34898,91466,0,0,0,242,228,41.7,582,41.4,0,1962,0,1431,3.57,17395,0.600,249,0,191,6278,244,25.5,1265,253,385,95,1069,0,0,2656
2023-03-11 11:12:00,0,67.2,32493,64480,0,0,0,447,202,65.7,406,66.1,0,26865,0,4260,3.43,38835,0,444,0,1933,419,451,32.0,2550,468,299,90.1,6971,0,0,2657,67.2,0,34907,91151,0,0,0,249,228,42.1,582,41.8,0,1973,0,1389,3.57,26636,0.389,249,0,203,6278,251,25.5,1263,261,385,95,1046,0,0,2655
2023-03-11 11:14:00,0,69.4,44256,101626,0,0,0,449,204,66.1,401,66.4,0.389,4227,0,4594,3.90,38804,45.7,445,0.389,1720,1747,454,31.6,2548,465,300,90.1,6602,0,0,1072,69.4,0,57331,94948,0,0,0,251,228,42.1,580,41.7,0.389,1377,0,1441,4.03,18249,30.6,249,0,193,25842,255,25.5,1261,259,385,95,1021,0,0,1071
2023-03-11 11:16:00,0,67.9,43961,94765,0,0,0,448,202,65.7,405,66.8,0,4487,0,4719,4.13,38807,45.3,448,0,1904,1489,454,31.6,2573,466,301,89.4,7133,0,0,2385,67.9,0,52401,90237,0,0,0,251,229,42.5,582,41.7,0,1397,0,1478,4.27,22294,30.6,253,0,168,20754,255,25.5,1276,260,384,95.0,1057,0,0,2384
2023-03-11 11:18:00,0,67.9,23064,53708,0,0,0,448,203,65.7,405,66.4,0,4245,0,4272,3.90,38795,0,450,0,1726,422,453,31.6,2552,467,299,92.3,6639,0,0,1081,67.9,0,33280,65376,0,0.389,0,251,229,42.5,583,40.6,0,1362,0,1384,4.03,18779,0,262,0,178,6275,253,25.5,1267,260,385,97.6,1060,0,0,1081
2023-03-11 11:20:00,0,68.3,22922,53589,0,0,0,447,204,65.7,405,65.7,0,4355,0,4607,3.43,38791,0.600,444,0,1830,422,452,31.6,2549,468,299,89.8,6921,0,0,2134,68.3,0,34315,67407,0,0.389,0,249,228,42.1,583,40.3,0,1360,0.389,1443,3.57,17591,0.600,249,0,202,6280,251,25.5,1261,261,385,95,1053,0,0,2129
2023-03-11 11:22:00,0,69.4,23784,54453,0,0,0,448,202,65.0,405,66.4,0,4414,0,4266,3.82,38902,0,446,0,1886,420,453,31.8,2549,465,299,90.1,6952,0,0,2654,69.4,0,34961,67933,0,0,0,251,228,40.6,582,41.7,0,1363,0.389,1386,3.57,17921,0,250,0,195,6279,259,25.7,1261,260,386,95.4,1009,0,0,2653
2023-03-11 11:24:00,0,69,43738,100968,0,0,0,449,202,65.3,405,66.1,0,4292,0.389,4647,4.29,39101,40.5,446,0,1725,1735,454,32.3,2582,468,299,87.3,6692,0,0.389,1075,69,0,57491,95473,0,0,0,251,228,40.6,582,41.4,0,1390,0,1452,4.03,17891,30.6,251,0,187,25682,255,26.2,1280,266,386,92.8,1068,0,0,1075
2023-03-11 11:26:00,0,68.7,50254,107161,0,0,0,447,201,66.1,405,66.8,0,4415,0.389,4595,4.13,38903,40.5,447,0,1921,1697,454,32.3,2552,468,300,87.3,6991,0,0.389,2655,68.7,0,57929,96738,0,0,0,254,228,41.4,582,41.7,0,1372,0,1429,4.27,23686,30.6,258,0,220,24941,259,26.2,1265,266,385,92.4,1041,0,0,2662
2023-03-11 11:28:00,0,68.6,22696,53975,0,0,0,448,203,65.3,406,66.1,0,26755,0,4269,4.13,38835,0,448,0,1808,422,452,32.3,2550,467,300,92.6,6684,0,0,1596,68.6,0,33839,89328,0,0,0,252,228,41,582,41,0,1972,0,1397,4.27,17905,0,260,0,206,6272,252,26.2,1261,260,385,97.6,1000,0,0,1601
2023-03-11 11:30:00,0.389,69.4,32186,64323,0,0,0,448,202,65.7,405,65.7,0,28151,0,4673,4.13,38844,0.600,447,0,1831,422,455,32.3,2550,468,300,89.8,6935,0,0,2122,69.4,0.389,34368,92063,0,0,0,252,228,41.7,582,41,0,2087,0,1458,4.27,26874,0.600,251,0.389,180,6273,255,26.2,1262,261,385,95,1063,0,0,2125
2023-03-11 11:32:00,0,68.3,24208,55162,0,0.389,0,436,202,65.7,405,66.1,0,5816,0,4388,4.13,38769,0,432,0,1912,421,440,32.0,2579,456,299,89.8,7057,0,0,2654,68.3,0,34835,69444,0,0,0,244,228,41.7,582,41.4,0,1499,0,1433,4.27,18359,0,242,0,189,6274,246,26.0,1276,254,385,95,1052,0,0,2652
2023-03-11 11:34:00,0,67.9,48130,105513,0,0,0,449,203,66.4,404,66.8,0,4238,0,4599,4.13,38815,39.8,449,0,1713,1741,453,31.6,2553,468,300,89.8,6583,0,0,1080,67.9,0,57142,94840,0,0,0,251,228,42.5,582,41.4,0,1373,0,1441,4.27,22347,30.6,254,0,204,25609,253,25.5,1271,261,385,95,1014,0,0.389,1079
2023-03-11 11:36:00,0,68.3,46131,103394,0,0,0,448,202,66.8,405,66.4,0,4400,0,4589,4.13,38803,39.8,449,0,1879,1740,455,31.6,2550,466,302,89.8,6999,0,0,2651,68.3,0,58692,97461,0,0,0,251,228,42.5,582,41.7,0,1367,0,1434,4.27,18770,30.6,254,0,192,25618,255,25.5,1263,260,385,95,1049,0,0,2649
2023-03-11 11:38:00,0,68.3,23089,53679,0,0,0,447,202,66.4,405,66.1,0,4352,0,4259,4.13,38808,0,444,0,1827,420,454,31.6,2548,467,300,89.8,6855,0,0,2124,68.3,0,34324,66789,0,0,0,250,228,41.7,582,41,0,1365,0,1383,4.27,17765,0,249,0,175,6279,255,25.5,1261,260,385,95,1026,0.389,0,2127
2023-03-11 11:40:00,0,68.6,22697,53380,0,0,0,450,202,66.1,405,66.9,0,4239,0,4594,4.13,38852,0.600,447,0,1713,420,452,31.6,2551,468,299,92.6,6647,0,0,1078,68.6,0,33303,65593,0,0,0,253,228,41.4,582,41.4,0,1373,0,1430,4.27,18427,0.600,253,0,194,6280,251,25.5,1264,261,385,97.6,1025,0,0,1081
2023-03-11 11:42:00,0,67.5,23994,54801,0,0,0,449,204,66.1,407,66.4,0,4408,0,4265,4.13,38849,0,450,0,1889,419,452,31.6,2551,467,299,89.8,6996,0,0,2654,67.5,0,34887,67857,0,0,0,253,228,41,583,41,0,1370,0,1383,4.27,18152,0,262,0,211,6281,251,25.5,1264,260,385,95,1034,0,0,2660
2023-03-11 11:44:00,0,68.3,44377,102253,0,0,0,447,205,65.3,403,66.8,0,26701,0,4602,3.67,38805,50.4,446,0,1696,1736,454,31.6,2551,469,300,90.1,6616,0,0,1072,68.3,0,57154,117874,0,0,0,249,228,40.6,580,41.4,0,1970,0,1428,3.80,18520,30.6,255,0,210,25704,255,25.5,1265,261,385,95,1043,0,0,1074
2023-03-11 11:46:00,0,67.2,45627,103648,0,0,0,448,201,65.3,401,66.4,0,26908,0,4689,3.43,38761,50.4,445,0,1881,1736,453,31.6,2550,467,300,89.8,7074,0,0,2655,67.2,0,58716,120878,0,0,0,251,228,40.3,580,41,0,1980,0,1465,3.57,18177,30.6,250,0,216,25705,253,25.5,1263,260,385,95,1059,0,0,2654
2023-03-11 11:48:00,0,67.6,33164,64672,0,0,0,448,202,65.7,405,66.4,0,4417,0,4268,3.43,38876,0,447,0,1900,419,452,31.6,2552,466,300,89.8,7000,0.389,0,2662,67.6,0,34926,68014,0,0,0,251,228,41.4,582,41.7,0,1371,0,1398,3.57,27341,0,253,0,207,6280,251,25.5,1265,260,385,95,1076,0,0,2657
2023-03-11 11:50:00,0,68.3,22893,53569,0,0,0,448,202,65.7,404,66.4,0,4241,0,4601,3.43,39079,0.600,447,0,1711,420,452,31.8,2552,468,303,90.1,6658,0.389,0,1077,68.3,0,33548,65713,0,0,0,251,228,42.1,582,41.4,0,1365,0,1425,3.57,18641,0.600,253,0,177,6280,251,25.7,1264,261,385,94.6,1077,0,0,1072
2023-03-11 11:52:00,0,68.2,24505,55207,0,0,0,448,201,65.7,404,66.4,0,4417,0,4266,3.43,39024,0.233,444,0,1892,418,456,31.8,2551,465,299,89.4,7000,0,0,2655,68.2,0,35072,67949,0,0,0,251,228,42.8,582,41.4,0,1357,0,1384,3.57,18648,0.233,249,0,196,6277,257,25.7,1264,259,385,95.0,1044,0,0,2651
2023-03-11 11:54:00,0,67.5,44592,101720,0,0,0,447,201,65.7,405,66.4,0,4243,0,4600,3.43,38927,27.2,448,0,1718,1583,451,32.3,2551,468,301,89.8,6622,0,0,1071,67.5,0,57222,94785,0,0,0,249,228,41.4,582,41.7,0,1359,0,1442,3.57,18763,18.0,254,0,179,25661,251,26.2,1264,261,385,95,1042,0,0,1071
2023-03-11 11:56:00,0,67.9,44983,102335,0,0,0,436,202,65.7,404,66.1,0,4420,0,4595,3.43,38951,50.1,435,0,1891,1747,439,32.3,2552,454,300,90.1,6992,0,0,2654,67.9,0,58982,97810,0,0,0.389,244,228,41.4,582,41.4,0,1385,0,1437,3.57,17465,30.6,246,0,176,25780,244,26.2,1264,253,385,95,1045,0,0,2660
2023-03-11 11:58:00,0,67.9,23898,54703,0,0,0,447,202,66.1,405,66.4,0,4464,0,4312,3.43,38797,0,445,0,1916,422,453,32.0,2584,465,299,90.5,7012,0,0,2655,67.9,0,34847,67989,0,0,0,249,228,42.8,582,41.4,0,1379,0,1397,3.57,18038,0,249,0,191,6274,253,26.0,1287,259,385,95,1059,0,0,2654
2023-03-11 12:00:00,0,68.6,21957,52657,0,0,0,449,202,65.7,404,66.1,0,5589,0,4677,3.43,38764,0.600,446,0,1707,419,457,31.8,2550,467,300,89.8,6679,0,0,1072,68.6,0,33252,66890,0,0,0,251,228,42.1,582,41,0,1460,0,1457,3.57,17670,0.600,251,0,176,6276,257,25.7,1267,260,385,95,1046,0,0,1072
2023-03-11 12:02:00,0,69.4,29356,60605,0,0,0,447,202,65.3,404,65.7,0,5766,0,4339,3.43,38783,0.600,450,0,1879,418,452,31.6,2549,466,298,90.5,7020,0,0,2655,69.4,0,34849,69241,0,0,0,249,228,41.0,582,41.0,0,1489,0,1412,3.57,23507,0.600,262,0,174,6278,251,25.5,1261,260,385,95.0,1069,0,0,2654
2023-03-11 12:04:00,0,68.6,38258,89206,0,0,0,448,201,65.7,403,65.7,0,26701,0,4591,3.67,38855,0,444,0,1713,1133,453,31.6,2551,467,299,90.1,6617,0,0,1075,68.6,0,51070,110322,0,0,0,251,228,42.1,582,41,0,1991,0,1430,3.80,17796,0,250,0,181,20855,253,25.5,1264,260,385,95,1033,0,0,1074
2023-03-11 12:06:00,0,68.6,54148,112675,0,0,0,449,203,65.7,405,66.4,0,26813,0,4595,4.13,38944,49.0,446,0,1829,1756,454,31.6,2551,467,301,90.5,6874,0,0,2130,68.6,0,58418,120186,0,0,0,253,228,42.1,582,41.4,0,1979,0,1427,4.66,27080,30.6,251,0,203,25886,255,25.5,1264,260,384,95,1044,0,0,2131
2023-03-11 12:08:00,0,67.9,24418,55284,0,0,0.389,447,202,66.4,405,66.4,0,4413,0,4265,3.90,38832,0,449,0,1886,420,453,31.8,2550,465,300,91.2,6996,0,0,2657,67.9,0,34887,67825,0,0,0,249,228,41.4,582,41.8,0,1366,0,1394,4.42,18575,0,254,0,192,6278,258,25.7,1263,259,385,95,1084,0,0,2659
2023-03-11 12:10:00,0,68.3,23008,53766,0,0,0.389,447,203,66.1,404,66.4,0,4245,0,4600,3.43,38817,0.600,446,0,1701,418,452,32.3,2548,469,301,90.5,6632,0,0,1070,68.3,0,33308,65664,0,0,0,249,228,41,582,42.1,0.389,1367,0,1439,3.57,18722,0.600,251,0,189,6281,251,26.2,1261,261,385,95,1041,0,0,1069
2023-03-11 12:12:00,0,68.3,24537,55476,0,0,0,448,204,65.7,405,65.7,0.389,4414,0,4259,3.43,38832,0.600,446,0,1925,420,454,32.3,2552,468,301,90.9,6972,0,0,2651,68.3,0,34898,68136,0,0,0,250,228,41.4,582,40.6,0.389,1375,0,1390,3.57,18687,0.600,251,0,196,6281,255,26.2,1264,261,385,95,1033,0,0,2655
2023-03-11 12:14:00,0,68.3,33770,78497,0,0,0,448,205,65.3,401,66.1,0.389,4348,0,4647,3.67,38800,0,447,0,1795,920,454,31.8,2580,469,302,90.9,6798,0,0,1603,68.3,0,46273,81851,0,0,0,256,228,41.0,580,41.7,0,1385,0,1445,3.80,17688,0,253,0,198,16433,260,25.7,1279,267,385,94.6,1045,0,0,1605
2023-03-11 12:16:00,0,68.6,45004,102510,0,0,0,448,204,66.1,401,66.4,0,4388,0,4689,4.13,38806,40.5,447,0,1842,1735,452,31.6,2550,468,299,89.8,6886,0,0,2124,68.6,0,58357,96992,0,0,0,256,229,41,580,41.7,0,1387,0,1471,4.27,17994,30.6,263,0,214,25777,256,25.5,1263,261,385,94.6,1043,0,0,2123
2023-03-11 12:18:00,0,67.2,23733,54502,0,0,0,434,204,66.1,405,66.8,0,4421,0,4267,4.13,38800,0,434,0,1890,420,440,32.2,2549,456,300,90.5,6953,0,0,2651,67.2,0,34866,67878,0,0,0,242,228,41,582,41.7,0,1372,0,1386,4.27,17873,0.389,244,0,190,6283,246,25.7,1261,254,385,95,1081,0,0,2649
2023-03-11 12:20:00,0,67.2,22743,53447,0,0,0,436,201,66.1,404,66.8,0,4248,0,4607,3.67,38819,0.989,434,0.389,1710,418,441,32.3,2553,454,300,89.8,6648,0,0,1075,67.2,0,33296,65628,0,0,0,244,228,41.4,582,42.1,0,1358,0,1443,3.80,18466,0.600,244,0,198,6279,246,26.2,1266,254,385,95,1030,0,0,1079
2023-03-11 12:22:00,0,69,23854,54640,0,0,0,447,201,66.1,405,66.8,0,4472,0,4323,3.43,38775,0.600,447,0,1908,418,453,32.3,2581,466,299,90.1,7032,0,0.389,2655,69,0,34836,68035,0,0,0,249,228,42.5,582,42.1,0,1378,0.389,1404,3.57,18006,0.600,253,0,226,6283,254,26.2,1283,260,385,95,1033,0,0,2661
2023-03-11 12:24:00,0,69,39582,79896,0,0,0,448,201,66.4,403,65.7,0,4356,0.389,4591,4.06,38883,0,445,0,1827,752,452,31.8,2551,469,301,90.9,6847,0,0,2124,69,0,42350,76958,0,0.389,0,251,228,42.1,582,40.6,0,1373,0,1428,3.80,27076,0,249,0,209,12753,252,25.7,1263,261,385,95,1053,0,0,2124
2023-03-11 12:26:00,0,68.3,44438,101845,0,0,0,448,201,66.1,405,65.7,0,4240,0,4605,4.13,38791,40.5,448,0,1699,1749,453,31.6,2555,465,299,90.1,6633,0,0,1071,68.3,0,57373,95092,0,0,0,251,228,41.4,582,41,0,1379,0,1445,4.27,18389,30.6,258,0,201,25871,254,25.5,1267,259,385,95,1052,0,0,1070
2023-03-11 12:28:00,0,67.9,28085,59125,0,0,0,447,202,65.8,405,66.1,0,4426,0,4269,4.13,38960,0,448,0,1881,422,453,31.8,2555,467,298,90.1,6989,0,0,2657,67.9,0,35011,68097,0,0,0,250,228,41.4,582,41.4,0,1381,0,1384,4.27,22215,0,253,0,204,6280,253,25.7,1267,260,385,95.4,1054,0,0,2664
2023-03-11 12:30:00,0,67.9,23102,53981,0,0,0,450,201,65.7,404,66.4,0,5605,0,4680,4.13,38987,0.600,445,0,1725,420,453,32.3,2551,466,301,90.2,6723,0,0,1072,67.9,0,33446,67262,0,0,0,253,228,41.4,582,42.1,0,1479,0,1458,4.27,18834,0.600,250,0.389,199,6278,253,26.2,1262,259,385,95.4,1044,0,0,1071
2023-03-11 12:32:00,0,68.3,23654,55191,0,0,0,449,201,66.1,404,66.4,0,28272,0,4387,4.13,38832,0.600,446,0,1888,420,452,32.3,2583,467,299,90.5,7078,0,0,2649,68.3,0,34863,92599,0,0,0,251,228,42.1,582,41.7,0,2099,0,1426,4.27,17808,0.600,251,0.389,198,6277,252,26.2,1279,260,385,95,1074,0,0,2652
2023-03-11 12:34:00,0.389,68.3,27052,62343,0,0,0,447,201,66.1,405,65.7,0,26878,0,4607,3.90,38835,0,450,0,1875,557,455,31.8,2555,467,299,87.7,7009,0,0,2648,68.3,0.389,38324,95529,0,0,0,249,228,42.1,582,41.4,0,1978,0,1438,4.03,18068,0,256,0,195,9103,255,25.7,1268,260,385,92.4,1049,0,0,2650
2023-03-11 12:36:00,0.389,68.3,43708,100944,0,0.389,0,449,202,65.7,405,65.0,0,4240,0,4603,3.43,38803,41.6,446,0,1727,1731,456,31.6,2554,471,299,89.8,6667,0,0,1077,68.3,0.389,57224,95025,0,0,0,252,228,42.8,582,40.6,0,1378,0,1447,3.57,17830,30.6,251,0,193,25717,257,25.5,1266,262,385,95,1055,0,0,1084
2023-03-11 12:38:00,0,70.1,29239,60411,0,0.389,0,449,205,66.1,404,66.1,0,4414,0,4258,3.43,38823,0,444,0,1887,421,453,31.6,2554,469,300,89.8,6981,0,0,2652,70.1,0,34878,67864,0,0,0,252,228,42.1,582,41.7,0,1386,0,1384,3.57,23399,0,248,0,195,6277,253,25.5,1265,261,385,95,1075,0,0,2656
2023-03-11 12:40:00,0,69.4,21900,52434,0,0,0,448,203,66.1,405,66.1,0,4291,0,4653,3.43,38764,0.600,448,0,1724,418,452,31.6,2584,468,301,90.1,6636,0,0,1071,69.4,0,33257,65646,0,0,0,251,228,42.1,582,42.1,0,1386,0,1455,3.57,17612,0.600,252,0,187,6274,252,25.5,1281,260,385,95,1007,0,0.389,1070
2023-03-11 12:42:00,0,68.6,32682,64159,0,0,0,435,203,66.4,406,66.8,0,4417,0,4267,3.43,38922,0.600,434,0,1876,420,442,31.6,2553,453,300,89.8,6920,0,0,2655,68.6,0,34953,67852,0,0,0,242,228,42.8,582,41.7,0,1371,0,1385,3.57,26857,0.600,244,0,212,6274,248,25.5,1264,252,385,95,1009,0,0,2654
2023-03-11 12:44:00,0,67.9,24139,55044,0,0,0,447,204,66.4,403,66.4,0,4415,0,4597,3.43,38851,0,449,0,1877,420,455,31.6,2554,467,299,90.1,6980,0,0,2656,67.9,0,34900,68062,0,0,0,249,228,42.8,580,41,0,1371,0,1435,3.57,18308,0,255,0,196,6272,255,25.5,1266,260,385,95,1050,0.389,0,2656
2023-03-11 12:46:00,0,67.9,48258,105952,0,0,0,450,202,65.7,403,65.7,0,4266,0,4681,3.43,38793,46.4,446,0,1714,1722,453,31.6,2552,466,303,89.4,6705,0,0,1072,67.9,0,57289,95160,0,0,0,253,228,42.1,580,41.0,0,1379,0,1461,3.57,22318,30.6,256,0,209,25776,253,25.5,1263,259,385,95.0,1054,0,0,1077
2023-03-11 12:48:00,0,67.5,24582,55315,0,0,0,450,203,66.1,403,66.1,0,4462,0,4312,3.43,38811,0,446,0,1906,421,452,31.6,2583,467,300,89.4,6983,0,0,2655,67.5,0,34889,68025,0,0,0,253,228,41,582,41.4,0,1378,0,1398,3.57,18709,0,256,0,211,6276,252,25.5,1280,260,385,95,1032,0,0,2653
